Date,Close
2019-06-20,100.30471707975444
2019-06-21,97.93401731860996
2019-06-24,98.54292061439828
2019-06-25,97.0798008859152
2019-06-26,100.1077720522328
2019-06-27,101.47676275977776
2019-06-28,102.13339903933672
2019-07-01,106.66037525328608
2019-07-02,104.16053018878218
2019-07-03,103.2866939085657
2019-07-04,103.89606221547324
2019-07-05,102.916450441963
2019-07-08,102.04397067428498
2019-07-09,103.9428648407112
2019-07-10,105.625737891871
2019-07-11,105.06791217966752
2019-07-12,107.2382733707835
2019-07-15,108.208620046593
2019-07-16,106.98614491669984
2019-07-17,107.65397987744446
2019-07-18,110.22810642221576
2019-07-19,109.49819979890424
2019-07-22,113.735338684029
2019-07-23,115.64572776077576
2019-07-24,120.2352983478786
2019-07-25,117.5561136674476
2019-07-26,118.3353226504274
2019-07-29,119.34445035027342
2019-07-30,118.8931484024159
2019-07-31,113.8446108158272
2019-08-01,109.75240419147472
2019-08-02,106.9665036828893
2019-08-05,99.99935980551068
2019-08-06,101.89194410269184
2019-08-07,103.14009764810972
2019-08-08,107.56565400903528
2019-08-09,104.20884529797776
2019-08-12,101.3776421491075
2019-08-13,105.75593600526284
2019-08-14,101.24717722516957
2019-08-15,101.85409303087346
2019-08-16,106.01057383192224
2019-08-19,108.38575461581668
2019-08-20,108.16400296911527
2019-08-21,109.45286150910208
2019-08-22,109.75907515553271
2019-08-23,103.07043991678204
2019-08-26,104.67277571090276
2019-08-27,104.38982155046244
2019-08-28,105.36853413335966
2019-08-29,109.12483915534438
2019-08-30,108.76716102968224
2019-09-02,108.5747392322749
2019-09-03,105.5379923841912
2019-09-04,109.71858013224391
2019-09-05,114.63465093427013
2019-09-06,116.0665879427714
2019-09-09,118.17195207740126
2019-09-10,118.38814212742211
2019-09-11,121.86089280288866
2019-09-12,121.97611256338328
2019-09-13,120.74363361370337
2019-09-16,119.484621954011
2019-09-17,120.66780152251891
2019-09-18,121.5050472617594
2019-09-19,120.94072177319562
2019-09-20,117.27236528614498
2019-09-23,118.46014593651655
2019-09-24,116.5056651306577
2019-09-25,119.78312414345248
2019-09-26,119.52262667139064
2019-09-27,113.9032320104506
2019-09-30,115.55512642353204
2019-10-01,112.96547800747427
2019-10-02,110.73490937515842
2019-10-03,114.22459825838006
2019-10-04,117.31039582459304
2019-10-07,116.33957179075098
2019-10-08,111.36161218259018
2019-10-09,114.1687006006466
2019-10-10,115.61982533760552
2019-10-11,118.73154037223938
2019-10-14,119.07913662169942
2019-10-15,122.73314557716851
2019-10-16,120.04648320166818
2019-10-17,121.1798474632641
2019-10-18,119.05194126735957
2019-10-21,123.3413372871468
2019-10-22,122.98683037846922
2019-10-23,120.02861371304158
2019-10-24,125.2361485419612
2019-10-25,128.91524713233477
2019-10-28,133.29384685610643
2019-10-29,130.79903606429883
2019-10-30,129.3496512731778
2019-10-31,129.2126661825898
2019-11-01,134.27182170632992
2019-11-04,139.66003309375887
2019-11-05,139.7264219859533
2019-11-06,137.6815289982386
2019-11-07,139.1199685579608
2019-11-08,141.34364068234922
2019-11-11,140.37903889956266
2019-11-12,141.36282696314817
2019-11-13,141.80162500444314
2019-11-14,141.6954800379402
2019-11-15,143.44353394830415
2019-11-18,143.39895413246978
2019-11-19,142.84794383281255
2019-11-20,139.22192199433078
2019-11-21,136.8047923907406
2019-11-22,136.50137305178555
2019-11-25,140.90520906581293
2019-11-26,139.1566230653206
2019-11-27,141.00252533626585
2019-11-28,140.64556019922864
2019-11-29,138.40888979762838
2019-12-02,135.90507429909414
2019-12-03,133.0260337045665
2019-12-04,135.7827525170118
2019-12-05,135.23843579810358
2019-12-06,138.50009860577626
2019-12-09,137.88260229476683
2019-12-10,140.40680985176067
2019-12-11,144.93415951544125
2019-12-12,150.78526159176215
2019-12-13,150.73951726450713
2019-12-16,151.453978765694
2019-12-17,152.62588758690094
2019-12-18,152.55990213223663
2019-12-19,154.51898819194966
2019-12-20,156.51241364395824
2019-12-23,158.90036986308635
2019-12-24,159.48079204741595
2019-12-25,158.75912156160436
2019-12-26,158.781650946009
2019-12-27,158.65206031784732
2019-12-30,158.57774925539792
2019-12-31,161.29745538519242
2020-01-01,161.8741358118395
2020-01-02,166.28209268571038
2020-01-03,161.43799193902137
2020-01-06,156.01344818291818
2020-01-07,160.29160399510033
2020-01-08,159.30406657616845
2020-01-09,161.85164946602472
2020-01-10,160.41714685576224
2020-01-13,163.93739103460078
2020-01-14,166.52295578247572
2020-01-15,165.48939000502975
2020-01-16,169.5347915785288
2020-01-17,170.68863384933027
2020-01-20,172.28348571905772
2020-01-21,172.01388743468382
2020-01-22,173.2930999520995
2020-01-23,176.32205865152451
2020-01-24,174.0408258985055
2020-01-27,164.80179920933335
2020-01-28,170.84023572368108
2020-01-29,167.21411638340433
2020-01-30,166.12166381802857
2020-01-31,155.9513509019243
2020-02-03,159.77466593967148
2020-02-04,167.10652897980407
2020-02-05,173.76726721500998
2020-02-06,175.02885117623458
2020-02-07,170.76142133728098
2020-02-10,177.5608569599309
2020-02-11,185.2384720717578
2020-02-12,185.79169265728189
2020-02-13,185.38360058941169
2020-02-14,184.8865105092548
2020-02-17,185.36386115729195
2020-02-18,181.0463798995633
2020-02-19,185.45431953060285
2020-02-20,180.74902625342352
2020-02-21,173.8421560332009
2020-02-24,161.03784639376448
2020-02-25,154.3135523106046
2020-02-26,155.9562490851832
2020-02-27,145.249391739597
2020-02-28,149.88598431594733
2020-03-02,156.04237277619376
2020-03-03,148.02935382287237
2020-03-04,158.58129133164124
2020-03-05,150.3383360408793
2020-03-06,146.03543230613013
2020-03-09,127.17614954524606
2020-03-10,138.2655486862542
2020-03-11,127.16616667700096
2020-03-12,105.46384973873204
2020-03-13,121.76999126543174
2020-03-16,87.08095167764023
2020-03-17,100.69042776487008
2020-03-18,84.73353975660136
2020-03-19,87.62388803598772
2020-03-20,83.0821488629645
2020-03-23,85.34592106839771
2020-03-24,98.87875981310552
2020-03-25,94.87314908698374
2020-03-26,105.88038537247564
2020-03-27,97.71840566947292
2020-03-30,103.47382888254911
2020-03-31,102.02439501023945
2020-04-01,94.12886733234522
2020-04-02,98.36626219610604
2020-04-03,94.36545574255608
2020-04-06,107.34827594417148
2020-04-07,107.45601770090563
2020-04-08,111.62538557224474
2020-04-09,107.01871537277115
2020-04-10,107.10397035544598
2020-04-13,110.34241580665515
2020-04-14,118.2423885598862
2020-04-15,112.92704929048644
2020-04-16,118.79846786242176
2020-04-17,120.01662847972648
2020-04-20,118.36144936279564
2020-04-21,110.9839536226231
2020-04-22,120.37964636870852
2020-04-23,118.94315445894529
2020-04-24,123.6377647295332
2020-04-27,126.15898227096883
2020-04-28,122.86655731745245
2020-04-29,132.6115564138071
2020-04-30,124.92116279868516
2020-05-01,116.73531319120356
2020-05-04,121.26937384264784
2020-05-05,123.68059167883692
2020-05-06,126.54246036815418
2020-05-07,127.3658390733023
2020-05-08,131.23260255329018
2020-05-11,131.72840282671706
2020-05-12,127.45722695326702
2020-05-13,123.4207165659154
2020-05-14,128.4547409974846
2020-05-15,123.91220531057355
2020-05-18,133.08644630316124
2020-05-19,131.8259324635895
2020-05-20,138.0950101339862
2020-05-21,131.58011000936887
2020-05-22,132.48313705902714
2020-05-25,132.1139197778575
2020-05-26,133.12057733121603
2020-05-27,137.28891702103795
