Date,Close
2018-01-02,7.998515
2018-01-03,8.009211
2018-01-04,8.279548
2018-01-05,8.444102
2018-01-08,8.714342
2018-01-09,9.058693
2018-01-10,9.105016
2018-01-11,8.984416
2018-01-12,9.324953
2018-01-15,9.353126
2018-01-16,9.239724
2018-01-17,9.397971
2018-01-18,9.406944
2018-01-19,9.654988
2018-01-22,9.861112
2018-01-23,10.061939
2018-01-24,9.930879
2018-01-25,9.812312
2018-01-26,9.336474
2018-01-29,9.244776
2018-01-30,8.998605
2018-01-31,9.397016
2018-02-01,9.091433
2018-02-02,9.24348
2018-02-05,9.585128
2018-02-06,9.209576
2018-02-07,9.066576
2018-02-08,9.352351
2018-02-09,9.647966
2018-02-12,9.915743
2018-02-13,10.157474
2018-02-14,10.777667
2018-02-15,10.959537
2018-02-16,10.877706
2018-02-19,10.345422
2018-02-20,10.450903
2018-02-21,10.503381
2018-02-22,10.593387
2018-02-23,10.612963
2018-02-26,11.088607
2018-02-27,11.788023
2018-02-28,12.273133
2018-03-01,12.862239
2018-03-02,13.544256
2018-03-05,13.220848
2018-03-06,13.432697
2018-03-07,14.118436
2018-03-08,14.104955
2018-03-09,13.553617
2018-03-12,13.122749
2018-03-13,13.147053
2018-03-14,12.820085
2018-03-15,12.497244
2018-03-16,12.460639
2018-03-19,12.007397
2018-03-20,12.551366
2018-03-21,12.446228
2018-03-22,12.779108
2018-03-23,13.167433
2018-03-26,13.420621
2018-03-27,12.843383
2018-03-28,13.245398
2018-03-29,13.671024
2018-03-30,14.504725
2018-04-02,14.096237
2018-04-03,13.963746
2018-04-04,13.274862
2018-04-05,12.480824
2018-04-06,12.598973
2018-04-09,12.27348
2018-04-10,11.907615
2018-04-11,12.045399
2018-04-12,11.843606
2018-04-13,11.677647
2018-04-16,11.907482
2018-04-17,12.114684
2018-04-18,12.003955
2018-04-19,11.40975
2018-04-20,11.464714
2018-04-23,11.814089
2018-04-24,11.311538
2018-04-25,11.078136
2018-04-26,10.728987
2018-04-27,10.130336
2018-04-30,10.0724
2018-05-01,9.947561
2018-05-02,9.834036
2018-05-03,9.434709
2018-05-04,9.252013
2018-05-07,9.479113
2018-05-08,9.250542
2018-05-09,9.362217
2018-05-10,9.45192
2018-05-11,9.974292
2018-05-14,10.634338
2018-05-15,10.241916
2018-05-16,10.496373
2018-05-17,10.616394
2018-05-18,10.563678
2018-05-21,10.647069
2018-05-22,10.488181
2018-05-23,10.451048
2018-05-24,10.169762
2018-05-25,9.833299
2018-05-28,9.27768
2018-05-29,9.299865
2018-05-30,9.553727
2018-05-31,9.923139
2018-06-01,10.218952
2018-06-04,10.678006
2018-06-05,10.405644
2018-06-06,10.203617
2018-06-07,10.263315
2018-06-08,10.345691
2018-06-11,10.408726
2018-06-12,10.383091
2018-06-13,10.359895
2018-06-14,10.004709
2018-06-15,10.005526
2018-06-18,10.122376
2018-06-19,10.105936
2018-06-20,10.154568
2018-06-21,10.318267
2018-06-22,10.658981
2018-06-25,10.933172
2018-06-26,10.986024
2018-06-27,10.950363
2018-06-28,11.128544
2018-06-29,11.074124
2018-07-02,11.091124
2018-07-03,11.482488
2018-07-04,11.686967
2018-07-05,11.831083
2018-07-06,11.975834
2018-07-09,11.981719
2018-07-10,12.022299
2018-07-11,11.96368
2018-07-12,11.943336
2018-07-13,11.643139
2018-07-16,11.773918
2018-07-17,12.072555
2018-07-18,11.877454
2018-07-19,11.222074
2018-07-20,10.969802
2018-07-23,10.804
2018-07-24,10.572915
2018-07-25,10.726434
2018-07-26,10.906275
2018-07-27,10.855884
2018-07-30,10.792956
2018-07-31,10.376973
2018-08-01,10.806616
2018-08-02,11.112975
2018-08-03,10.854267
2018-08-06,10.589129
2018-08-07,10.786601
2018-08-08,10.589763
2018-08-09,10.650649
2018-08-10,10.431094
2018-08-13,10.379499
2018-08-14,10.612839
2018-08-15,11.212353
2018-08-16,11.61329
2018-08-17,11.480178
2018-08-20,11.067624
2018-08-21,11.493892
2018-08-22,12.066796
2018-08-23,12.787228
2018-08-24,12.618276
2018-08-27,12.491283
2018-08-28,12.514583
2018-08-29,12.76841
2018-08-30,12.911583
2018-08-31,12.517622
2018-09-03,12.601978
2018-09-04,13.003357
2018-09-05,13.754245
2018-09-06,14.094196
2018-09-07,14.432668
2018-09-10,14.391122
2018-09-11,14.738404
2018-09-12,14.642437
2018-09-13,14.915066
2018-09-14,14.801557
2018-09-17,15.04879
2018-09-18,14.849635
2018-09-19,14.279336
2018-09-20,14.297849
2018-09-21,14.30951
2018-09-24,14.343842
2018-09-25,14.07657
2018-09-26,13.995608
2018-09-27,14.137053
2018-09-28,14.457276
2018-10-01,14.141936
2018-10-02,13.73783
2018-10-03,13.805953
2018-10-04,13.775887
2018-10-05,13.18539
2018-10-08,13.341931
2018-10-09,13.434261
2018-10-10,13.30728
2018-10-11,12.861218
2018-10-12,12.142084
2018-10-15,11.921816
2018-10-16,11.766497
2018-10-17,12.059514
2018-10-18,12.640605
2018-10-19,12.934534
2018-10-22,13.090592
2018-10-23,12.775601
2018-10-24,12.056456
2018-10-25,11.632457
2018-10-26,11.57469
2018-10-29,11.133121
2018-10-30,10.552465
2018-10-31,10.016284
2018-11-01,9.89542
2018-11-02,9.494718
2018-11-05,9.451216
2018-11-06,9.667108
2018-11-07,9.804382
2018-11-08,10.089065
2018-11-09,10.199903
2018-11-12,10.307729
2018-11-13,10.297008
2018-11-14,10.196055
2018-11-15,10.503409
2018-11-16,10.412579
2018-11-19,10.087914
2018-11-20,10.510384
2018-11-21,10.656112
2018-11-22,10.727533
2018-11-23,10.339772
2018-11-26,10.413023
2018-11-27,10.270959
2018-11-28,10.24123
2018-11-29,9.965383
2018-11-30,9.641537
2018-12-03,9.543594
2018-12-04,9.29861
2018-12-05,9.193401
2018-12-06,9.200448
2018-12-07,8.717431
2018-12-10,8.471627
2018-12-11,8.223556
2018-12-12,8.458069
2018-12-13,8.302264
2018-12-14,8.507265
2018-12-17,8.538873
2018-12-18,8.567728
2018-12-19,8.580432
2018-12-20,8.900731
2018-12-21,8.812839
2018-12-24,8.699246
2018-12-25,9.012501
2018-12-26,9.218184
2018-12-27,9.362877
2018-12-28,9.236683
2018-12-31,9.098394
2019-01-01,9.514144
2019-01-02,9.999737
2019-01-03,10.019252
2019-01-04,10.06828
2019-01-07,10.289132
2019-01-08,9.978407
2019-01-09,9.527972
2019-01-10,8.995244
2019-01-11,8.992401
2019-01-14,8.944035
2019-01-15,9.047808
2019-01-16,9.000389
2019-01-17,8.805476
2019-01-18,8.530051
2019-01-21,8.541944
2019-01-22,8.970544
2019-01-23,8.587181
2019-01-24,8.086557
2019-01-25,8.320783
2019-01-28,8.205644
2019-01-29,7.867878
2019-01-30,7.762019
2019-01-31,7.737436
2019-02-01,7.832394
2019-02-04,8.034956
2019-02-05,7.648893
2019-02-06,7.334467
2019-02-07,7.187462
2019-02-08,7.420303
2019-02-11,7.213762
2019-02-12,7.094092
2019-02-13,6.695885
2019-02-14,6.48444
2019-02-15,6.488748
2019-02-18,6.445077
2019-02-19,6.371202
2019-02-20,6.479095
2019-02-21,6.310819
2019-02-22,6.187552
2019-02-25,6.33357
2019-02-26,6.571164
2019-02-27,6.67504
2019-02-28,6.711988
2019-03-01,6.418788
2019-03-04,6.536641
2019-03-05,6.612353
2019-03-06,6.820384
2019-03-07,6.619192
2019-03-08,6.602715
2019-03-11,6.528537
2019-03-12,6.613216
2019-03-13,6.746854
2019-03-14,6.658753
2019-03-15,6.434025
2019-03-18,6.43695
2019-03-19,6.273509
2019-03-20,6.275824
2019-03-21,6.041972
2019-03-22,6.092984
2019-03-25,6.234565
2019-03-26,6.105076
2019-03-27,6.083285
2019-03-28,6.187379
2019-03-29,6.15032
2019-04-01,6.075598
2019-04-02,5.90697
2019-04-03,6.154456
2019-04-04,6.520427
2019-04-05,6.245552
2019-04-08,5.925404
2019-04-09,5.575388
2019-04-10,5.520222
2019-04-11,5.582083
2019-04-12,5.595713
2019-04-15,5.562976
2019-04-16,5.28523
2019-04-17,5.327585
2019-04-18,5.386832
2019-04-19,5.226137
2019-04-22,4.909451
2019-04-23,4.851399
2019-04-24,4.768529
2019-04-25,4.68772
2019-04-26,4.868508
2019-04-29,4.808493
2019-04-30,4.782743
2019-05-01,4.883447
2019-05-02,4.755961
2019-05-03,4.554194
2019-05-06,4.590159
2019-05-07,4.596495
2019-05-08,4.598995
2019-05-09,4.77444
2019-05-10,4.849552
2019-05-13,5.098528
2019-05-14,4.977653
2019-05-15,5.181633
2019-05-16,5.400483
2019-05-17,5.409678
2019-05-20,5.472334
2019-05-21,5.287406
2019-05-22,4.962046
2019-05-23,4.94352
2019-05-24,4.85388
2019-05-27,4.869128
2019-05-28,4.811993
2019-05-29,4.541625
2019-05-30,4.554057
2019-05-31,4.420239
2019-06-03,4.153143
2019-06-04,3.944005
2019-06-05,3.925557
2019-06-06,3.877241
2019-06-07,3.872323
2019-06-10,3.829082
2019-06-11,3.90433
2019-06-12,3.872513
2019-06-13,3.656527
2019-06-14,3.570844
2019-06-17,3.596972
2019-06-18,3.66335
2019-06-19,3.677492
2019-06-20,3.829386
2019-06-21,3.701815
2019-06-24,3.846002
2019-06-25,4.001811
2019-06-26,3.916668
2019-06-27,3.685247
2019-06-28,3.499552
2019-07-01,3.514846
2019-07-02,3.460954
2019-07-03,3.454101
2019-07-04,3.554234
2019-07-05,3.475848
2019-07-08,3.421587
2019-07-09,3.428593
2019-07-10,3.494062
2019-07-11,3.424064
2019-07-12,3.528921
2019-07-15,3.492895
2019-07-16,3.295941
2019-07-17,3.335803
2019-07-18,3.351168
2019-07-19,3.17476
2019-07-22,3.045276
2019-07-23,3.072858
2019-07-24,3.171603
2019-07-25,3.164274
2019-07-26,3.022961
2019-07-29,3.044879
2019-07-30,3.204755
2019-07-31,3.128704
2019-08-01,3.095337
2019-08-02,3.242498
2019-08-05,3.331364
2019-08-06,3.386987
2019-08-07,3.279109
2019-08-08,3.385886
2019-08-09,3.58272
2019-08-12,3.647402
2019-08-13,3.819766
2019-08-14,3.655122
2019-08-15,3.560073
2019-08-16,3.356276
2019-08-19,3.392956
2019-08-20,3.547983
2019-08-21,3.437248
2019-08-22,3.423546
2019-08-23,3.593184
2019-08-26,3.682222
2019-08-27,3.880281
2019-08-28,3.903715
2019-08-29,3.926246
2019-08-30,3.961903
2019-09-02,4.165279
2019-09-03,4.420119
2019-09-04,4.413223
2019-09-05,4.391329
2019-09-06,4.379307
2019-09-09,4.429549
2019-09-10,4.316883
2019-09-11,4.373743
2019-09-12,4.516314
2019-09-13,4.454461
2019-09-16,4.366699
2019-09-17,4.23182
2019-09-18,4.36344
2019-09-19,4.268925
2019-09-20,4.019641
2019-09-23,3.888179
2019-09-24,3.740223
2019-09-25,3.676214
2019-09-26,3.580214
2019-09-27,3.736187
2019-09-30,3.81671
2019-10-01,3.66975
2019-10-02,3.696294
2019-10-03,3.892337
2019-10-04,3.922547
2019-10-07,3.797646
2019-10-08,3.95579
2019-10-09,3.862596
2019-10-10,3.974265
2019-10-11,3.861178
2019-10-14,3.776317
2019-10-15,3.771698
2019-10-16,3.880036
2019-10-17,4.073939
2019-10-18,4.241143
2019-10-21,4.052426
2019-10-22,4.018931
2019-10-23,4.026837
2019-10-24,4.08972
2019-10-25,4.04464
2019-10-28,4.221414
2019-10-29,4.366014
2019-10-30,4.386283
2019-10-31,4.237031
2019-11-01,4.180363
2019-11-04,3.969644
2019-11-05,3.963037
2019-11-06,3.879051
2019-11-07,3.943991
2019-11-08,3.965981
2019-11-11,3.774219
2019-11-12,3.699977
2019-11-13,3.738459
2019-11-14,3.92998
2019-11-15,4.087601
2019-11-18,4.211998
2019-11-19,4.400482
2019-11-20,4.371172
2019-11-21,4.537445
2019-11-22,4.392999
2019-11-25,4.308726
2019-11-26,4.208103
2019-11-27,4.154616
2019-11-28,4.108603
2019-11-29,4.091112
2019-12-02,4.071681
2019-12-03,4.079492
2019-12-04,4.069796
2019-12-05,4.08627
2019-12-06,4.143744
2019-12-09,4.235188
2019-12-10,4.352427
2019-12-11,4.51107
2019-12-12,4.473537
2019-12-13,4.388259
2019-12-16,4.332969
2019-12-17,4.370842
2019-12-18,4.345476
2019-12-19,4.286373
2019-12-20,4.227204
2019-12-23,4.225844
2019-12-24,4.124421
2019-12-25,4.098699
2019-12-26,4.14087
2019-12-27,4.139566
2019-12-30,4.142957
2019-12-31,4.169309
2020-01-01,4.370232
2020-01-02,4.373941
2020-01-03,4.174896
2020-01-06,4.099939
2020-01-07,4.065866
2020-01-08,4.02213
2020-01-09,4.088408
2020-01-10,4.128169
2020-01-13,4.074394
2020-01-14,4.262674
2020-01-15,4.303902
2020-01-16,4.397983
2020-01-17,4.472785
2020-01-20,4.364139
2020-01-21,4.342104
2020-01-22,4.564802
2020-01-23,4.678499
2020-01-24,4.807156
2020-01-27,4.901113
2020-01-28,4.866892
2020-01-29,4.809954
2020-01-30,4.746123
2020-01-31,4.910308
2020-02-03,4.996413
2020-02-04,4.945587
2020-02-05,4.838906
2020-02-06,5.067153
2020-02-07,5.23151
2020-02-10,5.538304
2020-02-11,5.443467
2020-02-12,5.142144
2020-02-13,5.046224
2020-02-14,5.066265
2020-02-17,5.339417
2020-02-18,5.28042
2020-02-19,5.149261
2020-02-20,4.984139
2020-02-21,4.786598
2020-02-24,4.774215
2020-02-25,5.001972
2020-02-26,5.175261
2020-02-27,5.250603
2020-02-28,5.289671
2020-03-02,5.07254
2020-03-03,5.074875
2020-03-04,5.329748
2020-03-05,5.195749
2020-03-06,5.105279
2020-03-09,5.224926
2020-03-10,5.226842
2020-03-11,5.501265
2020-03-12,5.703575
2020-03-13,5.748973
2020-03-16,5.982461
2020-03-17,5.997119
2020-03-18,5.921881
2020-03-19,5.886614
2020-03-20,6.052711
2020-03-23,6.159699
2020-03-24,5.984665
2020-03-25,6.002952
2020-03-26,5.791716
2020-03-27,6.002069
2020-03-30,5.912454
2020-03-31,6.037573
2020-04-01,6.091402
2020-04-02,6.04204
2020-04-03,5.736107
2020-04-06,5.681142
2020-04-07,5.535824
2020-04-08,5.261115
2020-04-09,5.244262
2020-04-10,5.375001
2020-04-13,5.224083
2020-04-14,4.984955
2020-04-15,5.019406
2020-04-16,5.137671
2020-04-17,5.444653
2020-04-20,5.457204
2020-04-21,5.460544
2020-04-22,5.474312
2020-04-23,5.590249
2020-04-24,5.502753
2020-04-27,5.479144
2020-04-28,5.732082
2020-04-29,5.875494
2020-04-30,5.811451
2020-05-01,5.916547
2020-05-04,6.115932
2020-05-05,6.088257
2020-05-06,6.148117
2020-05-07,6.281433
2020-05-08,6.215663
2020-05-11,6.173047
2020-05-12,6.164583
2020-05-13,6.232964
2020-05-14,6.139025
2020-05-15,6.278648
2020-05-18,6.587734
2020-05-19,6.773908
2020-05-20,6.921612
2020-05-21,6.908373
2020-05-22,7.011566
2020-05-25,7.335581
2020-05-26,7.671152
2020-05-27,7.74986
2020-05-28,7.894436
2020-05-29,8.139749
2020-06-01,8.506362
2020-06-02,8.657088
2020-06-03,8.520975
2020-06-04,8.393445
2020-06-05,8.487153
2020-06-08,8.111646
2020-06-09,7.851956
2020-06-10,7.651811
2020-06-11,7.697051
2020-06-12,7.871836
2020-06-15,8.116366
2020-06-16,8.052074
2020-06-17,8.322618
2020-06-18,8.318141
2020-06-19,8.364155
2020-06-22,8.839587
2020-06-23,8.764546
2020-06-24,8.674327
2020-06-25,8.644271
2020-06-26,8.847848
2020-06-29,8.476717
2020-06-30,8.544424
2020-07-01,8.325152
2020-07-02,8.160248
2020-07-03,8.08313
2020-07-06,7.999665
2020-07-07,8.203583
2020-07-08,7.989096
2020-07-09,7.763343
2020-07-10,7.980177
2020-07-13,7.927937
2020-07-14,8.102998
2020-07-15,8.117397
2020-07-16,7.751811
2020-07-17,7.648286
2020-07-20,7.650203
2020-07-21,7.776534
2020-07-22,8.233849
2020-07-23,8.802622
2020-07-24,8.742483
2020-07-27,8.810167
2020-07-28,9.016998
2020-07-29,8.636184
2020-07-30,8.389095
2020-07-31,8.80741
2020-08-03,8.803214
2020-08-04,8.374594
2020-08-05,8.456031
2020-08-06,8.517666
2020-08-07,8.777971
2020-08-10,8.941488
2020-08-11,8.939539
2020-08-12,9.268554
2020-08-13,9.240254
2020-08-14,8.789045
2020-08-17,8.50057
2020-08-18,8.380683
2020-08-19,8.744066
2020-08-20,8.724564
2020-08-21,8.393283
2020-08-24,8.332048
2020-08-25,8.394163
2020-08-26,8.325172
2020-08-27,8.225143
2020-08-28,7.905921
2020-08-31,7.558625
2020-09-01,7.54374
2020-09-02,7.971057
2020-09-03,8.335648
2020-09-04,8.686219
2020-09-07,9.055112
2020-09-08,8.802721
2020-09-09,9.217801
2020-09-10,9.223228
2020-09-11,9.024842
2020-09-14,9.478138
2020-09-15,9.243095
2020-09-16,9.360194
2020-09-17,9.730296
2020-09-18,9.682636
2020-09-21,9.420997
2020-09-22,9.145726
2020-09-23,9.006904
2020-09-24,9.162012
2020-09-25,8.823482
2020-09-28,8.752129
2020-09-29,9.101236
2020-09-30,9.342334
2020-10-01,9.46683
2020-10-02,9.613381
2020-10-05,9.459745
2020-10-06,9.874529
2020-10-07,10.255952
2020-10-08,10.406299
2020-10-09,10.766985
2020-10-12,10.96324
2020-10-13,10.995107
2020-10-14,11.027147
2020-10-15,11.020231
2020-10-16,10.870479
2020-10-19,10.948366
2020-10-20,11.203288
2020-10-21,11.222635
2020-10-22,11.006082
2020-10-23,10.668608
2020-10-26,10.770065
2020-10-27,10.762594
2020-10-28,10.460582
2020-10-29,10.089771
2020-10-30,9.90196
2020-11-02,10.411128
2020-11-03,10.500739
2020-11-04,10.721614
2020-11-05,10.439704
2020-11-06,10.667446
2020-11-09,10.704814
2020-11-10,10.675046
2020-11-11,11.061416
2020-11-12,11.469712
2020-11-13,11.467366
2020-11-16,11.785215
2020-11-17,11.996524
2020-11-18,11.990757
2020-11-19,11.759638
2020-11-20,11.337062
2020-11-23,11.677218
2020-11-24,11.853858
2020-11-25,11.797504
2020-11-26,11.549527
2020-11-27,11.527874
2020-11-30,11.410215
2020-12-01,11.225096
2020-12-02,10.890441
2020-12-03,10.809599
2020-12-04,10.873469
2020-12-07,10.964424
2020-12-08,10.70268
2020-12-09,10.532149
2020-12-10,10.525869
2020-12-11,10.975667
2020-12-14,10.808896
2020-12-15,11.180903
2020-12-16,11.550162
2020-12-17,11.764843
2020-12-18,11.601203
2020-12-21,12.18045
2020-12-22,12.751051
2020-12-23,13.143548
2020-12-24,13.021836
2020-12-25,13.12336
2020-12-28,13.082393
2020-12-29,13.037686
2020-12-30,13.13436
2020-12-31,13.191248
2021-01-01,13.416639
2021-01-04,13.650689
2021-01-05,13.401925
2021-01-06,13.225057
2021-01-07,13.385131
2021-01-08,13.041282
2021-01-11,12.435055
2021-01-12,11.909229
2021-01-13,11.619344
2021-01-14,12.177917
2021-01-15,12.113579
2021-01-18,12.156357
2021-01-19,12.43603
2021-01-20,12.276756
2021-01-21,12.688197
2021-01-22,13.470935
2021-01-25,13.204351
2021-01-26,13.089233
2021-01-27,12.854995
2021-01-28,13.4788
2021-01-29,13.442915
2021-02-01,13.371588
2021-02-02,13.235101
2021-02-03,13.254881
2021-02-04,13.02449
2021-02-05,12.972298
2021-02-08,12.700509
2021-02-09,12.381825
2021-02-10,12.158541
2021-02-11,12.200316
2021-02-12,11.862683
2021-02-15,11.889301
2021-02-16,11.530308
2021-02-17,11.430563
2021-02-18,11.168054
2021-02-19,10.915302
2021-02-22,10.724033
2021-02-23,10.8367
2021-02-24,11.317495
2021-02-25,11.562314
2021-02-26,11.70863
2021-03-01,11.308227
2021-03-02,11.4734
2021-03-03,11.749761
2021-03-04,11.884168
2021-03-05,12.193951
2021-03-08,12.166827
2021-03-09,12.181026
2021-03-10,11.659992
2021-03-11,11.078165
2021-03-12,10.896629
2021-03-15,10.807365
2021-03-16,10.66992
2021-03-17,10.575555
2021-03-18,10.537276
2021-03-19,10.476763
2021-03-22,10.449858
